Competition Title,Competition Date,Full Name,Nation,Start Number,Rank,Gender,Qualification,Semifinal,Final
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Alex Khazanov,ISR,67,21,M,3.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Sean Mccoll,CAN,16,21,M,2.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Gholamali Baratzadeh,IRN,66,23,M,2.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Philipp Martin,DUE,54,23,M,3.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Sergei Skorodumov,RUS,96,25,M,2.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Keita Watabe,JPN,82,25,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Sergii Topishko,UKR,119,27,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Lucas Uchida,CAN,17,27,M,2.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Alfons Dornauer,AUT,3,29,M,2.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Kevin Heiniger,CHE,108,29,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Mickael Mawem,FRA,42,31,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Luka Potocar,SLO,101,31,M,2.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Alberto Gines Lopez,ESP,30,33,M,2.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Christoph Schweiger,DUE,57,33,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,William Bosi,GBR,44,35,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Max Kleesattel,DUE,52,35,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Alexander Averdunk,DUE,49,37,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Hannes Puman,SWE,113,37,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Kim Marschner,DUE,53,39,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Soya Shimada,JPN,80,39,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Marcello Bombardi,ITA,72,41,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Yannick Flohe,DUE,50,41,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,David Barrans,GBR,43,43,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Thilo Jeldrik Schroter,NOR,88,43,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Martin Stranik,CZE,23,43,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Zan Sudar Lovenjak,SLO,102,46,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Nikolai Iarilovets,RUS,93,47,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Jan-Luca Posch,AUT,6,47,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Sam Avezou,FRA,39,49,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Zach Galla,USA,123,49,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Fedir Samoilov,UKR,117,49,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Cheuk-hei Ho,HKG,64,52,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Leo Avezou,FRA,38,53,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Sean Bailey,USA,120,53,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Florian Klingler,AUT,4,53,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Loic Timmermans,BEL,12,56,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Stefano Ghisolfi,ITA,74,57,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Georg Parma,AUT,5,57,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Josh Levin,USA,124,59,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,James Pope,GBR,46,59,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Nimrod Marcus,ISR,69,61,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Max Prinz,DUE,56,61,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Tamas Farkas,HUN,65,63,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Or Miniely,ISR,70,63,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Elias Arriagada Kruger,DUE,48,65,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Jakub Konecny,CZE,20,65,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Nino Gr纜nenfelder,CHE,107,67,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Ram Levin,ISR,68,67,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Bjorn Arnel Iisager,DNK,25,69,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Cesar Grosso,BRA,13,69,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Nils Favre,CHE,106,71,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Stepan Volf,CZE,24,71,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Benjamin Blaser,CHE,105,73,M,0.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Rolf Fredrik Serlachius,SWE,114,73,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Mark Brand,NLD,85,75,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Vladislav Budnik,RUS,92,75,M,0.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Roman Kucera,CZE,21,75,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Felipe Ho Foganholo,BRA,14,78,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Nicolas Collin,BEL,10,79,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Jason Holowach,CAN,15,79,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Alejandro Crespo Cobos,ESP,29,81,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Elko Schellingerhout,NLD,87,81,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Samuel Wingardh,SWE,115,81,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Chi-fung Au,HKG,63,84,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Yarden Pilpel,ISR,71,85,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Jakub Jiri Svub,SVK,111,85,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Rasmus H纜dsi,EST,32,87,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Matic Kotar,SLO,98,87,M,0.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Javier Cano Blazquez,ESP,28,89,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Romain Desgranges,FRA,40,89,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Bohdan Botnar,UKR,116,91,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Joshua Damasco,AUS,2,91,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Mykhayil Tkachuk,UKR,118,91,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Ludovico Fossali,ITA,73,94,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Markus Muinonen,FIN,36,94,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Thomas Salakenos,BEL,11,94,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Ionut-Cosmin Atomei,ROU,89,97,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Dylan Barks,USA,121,97,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Christopher Cosser,ZAF,91,99,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Victor Sebros,GRC,58,99,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Aleksandr Shikov,RUS,95,99,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Frederik Viberg Christiansen,DNK,27,99,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Stefan Bednar,SVK,109,103,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Theis Lindegren Elfenbein,DNK,26,104,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Arnaud Ansion,BEL,9,105,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Vlad Cristian,ROU,90,105,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Tommi Haapala,FIN,35,105,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Milos Nemy,SVK,110,105,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Sarunas Oberauskas,LTU,84,105,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Sergio Pastor Martinez,ESP,31,105,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Orfeas Tsiaousis,GRC,60,105,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Matthaios Valsamidis,GRC,61,105,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Theofanis Ermis Theocharopoulos,GRC,59,113,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Ronny Escobar,CHL,18,114,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Cristian Lanuza,GUM,62,115,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Maksim Lind,EST,33,115,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Keit Nurga,EST,34,115,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,Tomi Salo,FIN,37,115,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2019,5/18/2019,David Zavacky,SVK,112,115,M,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Janja Garnbret,SLO,351,1,F,5.5,4.4,4.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Akiyo Noguchi,JPN,301,2,F,4.5,3.3,3.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Ai Mori,JPN,318,3,F,4.5,2.4,3.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Miho Nonaka,JPN,302,4,F,3.4,3.4,2.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Jessica Pilz,AUT,354,5,F,4.4,3.4,2.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Julia Chanourdie,FRA,364,6,F,3.4,2.4,0.2
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Futaba Ito,JPN,353,7,F,4.5,2.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Sol Sa,KOR,356,8,F,3.4,2.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Elnaz Rekabi,IRN,365,9,F,3.4,2.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Petra Klingler,CHE,304,10,F,4.5,1.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Ievgeniia Kazbekova,UKR,308,11,F,3.4,1.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Mao Nakamura,JPN,357,12,F,3.4,1.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Katja Kadic,SLO,303,13,F,3.5,0.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Fanny Gibert,FRA,352,13,F,3.4,0.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Lucka Rakovec,SLO,358,15,F,3.4,0.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,YueTong Zhang,CHN,361,16,F,3.4,0.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Alannah Yip,CAN,305,17,F,3.4,0.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Hung Ying Lee,CHN,315,18,F,4.5,0.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Naile Meignan,FRA,323,18,F,3.4,0.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Flavy Cohaut,FRA,314,20,F,3.4,0.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Chloe Caulier,BEL,307,21,F,3.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Ashima Shiraishi,USA,363,21,F,3.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Jain Kim,KOR,366,23,F,3.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Sandra Lettner,AUT,311,23,F,3.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Afra Honig,DUE,360,25,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Viktoriia Meshkova,RUS,321,25,F,2.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Valentina Aguado,ARG,369,27,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Emily Phillips,GBR,312,27,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Anouck Jaubert,FRA,331,29,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Alex Johnson,USA,359,29,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Alma Bestvater,DUE,306,31,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Kyra Condie,USA,355,31,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Oceania Mackenzie,AUS,309,33,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Laura Rogora,ITA,382,33,F,2.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Sienna Kopf,USA,320,35,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Laura Stockler,AUT,370,35,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Iuliia Panteleeva,RUS,310,37,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Vera Zijlstra,NLD,368,37,F,2.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Margo Hayes,USA,313,39,F,2.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Allison Vest,CAN,373,39,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Manon Hily,FRA,317,41,F,2.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Elena Krasovskaya,RUS,378,41,F,1.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Rong Jiang,CHN,367,43,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,YiLing Song,CHN,338,43,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Aleksandra Kalucka,POL,376,45,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,serika Okawachi,JPN,327,45,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Jennifer Wood,GBR,319,45,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Di Niu,CHN,386,48,F,1.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Anne-Sophie Koller,CHE,316,49,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Anna Tsyganova,RUS,374,49,F,1.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Heloise Doumont,BEL,328,51,F,1.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Tara Hayes,GBR,390,51,F,0.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Molly Thompson-Smith,GBR,392,51,F,0.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Valiantsina Chamiakina,BLR,335,54,F,1.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Nanako Kura,JPN,362,55,F,0.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Linda Sjodin,SWE,332,55,F,1.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Natalia Kalucka,POL,333,57,F,1.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Bronwen Karnis,CAN,372,57,F,0.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Beatrix Evans,CAN,324,59,F,1.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Virgita Nadya Putri,IND,330,59,F,1.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Joanna Neame,GBR,322,59,F,1.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Margaryta Zakharova,UKR,379,59,F,0.3,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Andrea Rojas,ECU,387,63,F,0.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Tiffany Melius,AUS,371,64,F,0.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Anna Davey,AUS,326,65,F,1.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Heeyeon Park,KOR,375,65,F,0.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Iuliia Kaplina,RUS,329,67,F,1.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Aleksandra Miroslaw,POL,391,67,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Iqamah Nurul,IND,384,67,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Paige Boklaschuk,CAN,339,70,F,0.2,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,YuZhen Baima,CHN,381,71,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Wai-ping Yu,HKG,337,71,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Anna Brozek,POL,389,73,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Patrycja Chudziak,POL,383,73,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Aliaksandra Misiukevich,BLR,385,73,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Salsabila Salsabila,IND,377,73,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Lucinda Ann Stirling,AUS,341,73,F,0.1,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,PeiYang Tian,CHN,388,73,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Hoi-ying To,HKG,380,73,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Amanda Speed,NZL,340,80,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Aries Susanti Rahayu,IND,325,80,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Sarah Tetzlaff,NZL,336,80,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Choirul Umi Cahyaning Ayub,IND,334,80,F,0,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Tomoa Narasaki,JPN,251,1,M,5.5,3.4,3.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Kai Harada,JPN,206,2,M,5.5,3.3,3.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Jakob Schubert,AUT,258,3,M,5.5,2.3,1.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Keita Dohi,JPN,214,4,M,4.5,2.3,1.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Kokoro Fujii,JPN,202,5,M,5.5,3.4,1.4
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Jan Hojer,DUE,205,6,M,5.5,2.3,1.3
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Rei Sugimoto,JPN,252,7,M,5.5,1.4,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,YuFei Pan,CHN,266,8,M,5.5,1.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Yoshiyuki Ogata,JPN,204,9,M,5.5,1.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Aleksey Rubtsov,RUS,203,10,M,5.5,1.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Jongwon Chon,KOR,254,11,M,5.5,1.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Nathaniel Coleman,USA,263,12,M,5.5,1.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Sergei Skorodumov,RUS,222,13,M,4.5,1.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Adam Ondra,CZE,259,14,M,5.5,0.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Gregor Vezonik,SLO,253,15,M,4.5,0.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Jernej Kruder,SLO,201,16,M,4.5,0.3,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Meichi Narasaki,JPN,216,17,M,5.5,0.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Alban Levier,FRA,262,17,M,5.5,0.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Vadim Timonov,RUS,265,19,M,4.5,0.2,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Anze Peharc,SLO,209,20,M,5.5,0.1,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Yannick Flohe,DUE,212,21,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Georg Parma,AUT,277,21,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Taisei Ishimatsu,JPN,260,23,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Alex Khazanov,ISR,208,23,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Florian Klingler,AUT,268,25,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Nathan Phillips,GBR,211,25,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Michael Piccolruaz,ITA,217,25,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Simon Lorenzi,BEL,280,28,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,William Bosi,GBR,272,29,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Nikolai Iarilovets,RUS,219,29,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Nicolas Collin,BEL,230,31,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Alexander Megos,DUE,264,31,M,4.5,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Sergei Luzhetskii,RUS,234,33,M,4.4,,
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",5/3/2019,Rudolph Ruana,USA,288,33,M,4.5,,
